417,968
573,792
605,462
433,657
315,750
561,402
608,670
487,177
191,692
308,194
895,408
909,700
757,941
541,157
627,86
381,553
973,36
123,588
21,532
33,654
188,39
847,977
686,398
565,649
221,665
374,813
676,615
859,72
754,241
876,459
510,268
763,5
138,433
641,49
198,775
480,462
416,986
961,801
963,22
598,617
524,890
906,323
598,235
141,476
822,532
162,324
900,330
182,842
870,516
715,150
159,287
164,124
611,331
822,379
849,563
988,143
473,645
345,813
443,642
513,893
490,172
358,739
815,463
614,974
595,34
176,337
766,771
606,556
548,143
27,454
232,484
441,327
439,264
17,879
607,176
563,929
589,618
980,140
812,778
166,911
722,191
362,411
126,232
84,996
603,235
897,935
983,655
943,432
406,538
656,848
111,553
587,772
988,8
481,867
847,886
602,788
743,840
79,831
289,202
412,482
130,181
928,736
895,966
703,735
174,164
758,914
58,270
254,430
936,208
437,732
832,760
190,956
53,684
877,199
561,55
221,427
802,728
157,716
964,991
764,507
931,685
106,680
712,135
194,879
800,868
702,706
214,265
293,226
861,234
438,78
616,544
134,827
815,435
61,155
363,973
440,61
860,925
275,595
577,988
166,388
130,797
767,233
923,65
155,403
532,756
568,544
265,505
379,672
843,360
901,932
124,672
676,697
251,202
139,157
798,441
809,378
276,947
604,619
181,881
581,646
358,299
647,517
550,59
145,582
34,861
68,840
916,820
11,821
569,618
596,495
608,82
77,402
239,628
542,739
391,525
901,45
920,121
401,61
932,438
642,767
31,972
982,444
311,82
462,763
484,199
447,179
842,582
585,232
519,314
667,675
601,526
500,597
554,855
878,228
796,539
504,377
327,427
376,289
515,43
936,740
353,140
934,836
309,385
674,43
717,710
128,526
891,853
714,846
181,843
60,942
28,497
21,845
742,887
382,465
897,277
563,465
388,102
11,454
436,504
543,776
299,377
50,152
964,916
536,350
161,470
986,212
616,891
499,73
857,327
876,836
350,344
280,353
78,380
681,66
364,771
670,495
341,683
332,528
633,994
860,548
347,567
247,283
574,729
709,340
287,142
282,401
451,53
915,199
765,859
821,185
977,817
556,887
12,102
955,592
275,393
131,783
350,938
965,34
676,87
905,348
276,997
515,525
933,228
146,814
234,299
249,997
652,632
117,510
490,120
813,587
400,566
760,893
673,893
307,563
719,637
446,595
41,963
283,291
243,974
929,741
116,816
262,516
73,247
144,855
549,186
970,284
881,99
741,785
600,654
585,948
102,617
211,622
121,558
880,303
630,326
398,512
325,525
497,254
17,313
442,149
75,151
436,893
297,419
659,745
840,744
662,186
758,906
574,852
835,592
709,433
536,607
950,348
451,390
757,336
2,358
906,246
517,189
651,842
23,184
387,325
141,91
600,30
445,898
303,758
184,650
977,29
189,449
650,466
858,782
522,337
879,132
363,565
447,64
607,173
793,899
830,619
147,296
924,363
108,5
66,552
815,240
273,439
98,451
780,696
248,960
218,582
780,166
658,763
567,864
486,535
837,3
579,157
623,740
57,939
884,819
139,24
535,700
956,454
285,521
339,830
753,654
157,176
308,552
696,996
520,748
161,494
225,434
441,95
958,361
551,143
644,103
912,145
541,70
130,582
907,591
970,793
814,80
490,652
947,108
138,898
744,887
566,680
807,227
409,204
370,358
480,531
621,530
272,210
437,151
155,665
826,872
327,486
33,65
34,302
680,764
504,859
83,850
483,732
466,975
751,95
440,761
697,127
3,457
121,568
146,865
469,889
762,991
784,993
691,398
201,195
374,481
74,256
135,133
328,665
759,488
511,390
831,124
628,534
128,673
921,371
487,613
936,340
353,849
253,500
916,24
442,586
341,23
80,790
700,678
505,405
537,809
72,512
386,882
483,242
527,522
273,705
966,494
820,815
185,66
990,763
739,600
24,331
870,249
304,894
214,766
324,271
726,478
19,115
941,995
623,71
430,514
613,943
624,962
623,762
131,519
825,472
729,498
536,734
442,666
313,428
475,313
455,425
711,864
395,424
936,974
530,476
104,171
866,45
305,505
996,143
137,936
751,209
791,985
861,903
26,564
155,783
785,695
447,496
137,899
605,192
243,379
495,368
322,384
294,241
797,878
336,707
604,448
397,984
163,817
467,247
933,99
350,670
31,73
158,414
624,849
467,869
155,247
254,763
377,651
145,270
133,206
512,808
273,757
831,982
236,609
510,591
292,894
803,938
824,338
269,910
920,254
189,383
150,940
380,77
296,582
97,874
118,975
347,398
306,417
956,209
642,809
440,291
265,464
678,605
238,246
657,258
568,364
900,641
614,673
352,930
770,784
857,380
577,531
356,308
156,155
126,354
735,53
402,75
210,253
958,838
245,191
108,788
163,448
745,638
297,475
727,796
103,623
84,259
758,654
341,793
581,371
468,123
978,477
363,848
908,776
51,677
969,939
415,83
939,508
397,552
27,93
543,829
390,582
886,66
905,693
184,786
973,299
793,249
95,929
39,507
160,310
205,112
884,944
80,793
231,647
274,104
863,62
933,12
263,821
124,716
251,317
869,979
777,79
486,640
760,313
367,190
966,554
770,722
576,247
511,224
118,454
831,394
838,352
420,496
651,92
79,338
103,696
838,159
373,50
777,267
278,948
920,800
768,240
91,176
352,766
665,531
444,391
10,309
135,277
433,859
142,752
679,567
203,537
23,330
386,918
465,343
831,968
849,779
842,356
193,353
119,248
198,841
12,753
131,926
390,705
439,659
216,581
892,911
745,224
559,946
624,409
69,495
632,244
671,546
109,6
265,748
629,953
156,419
267,519
131,982
489,494
236,108
643,166
26,478
944,785
872,651
612,497
367,560
635,902
842,116
517,582
557,23
451,533
371,893
430,891
251,512
147,724
549,762
392,503
40,634
408,460
911,748
78,496
397,104
978,665
41,590
590,826
698,789
10,911
433,24
822,914
630,134
769,706
376,366
42,846
735,630
723,623
84,151
203,609
738,448
494,171
794,918
224,299
25,111
773,912
61,492
850,877
643,197
27,746
804,327
731,16
841,888
668,253
955,947
227,561
164,251
45,21
180,486
411,320
142,258
895,918
436,950
512,382
180,971
914,983
86,529
469,419
531,80
